date,eod_sammy,eod_og,eod_grilled,eod_tenders,eod_thaw,eod_boxed,del_dark,del_tenders,prep_sammy,prep_og,prep_grilled,prep_tenders,waste_sammy,waste_og,waste_grilled,waste_tenders,oil_fries,oil_left,oil_right,logged_by,id
2026-03-26,1.8,2.5,2.25,1,,,,,,,,,,,,,FALSE,FALSE,TRUE,,0d28ca0ab6c64mig
2026-03-27,8.25,2.75,1.5,4.5,,,,75,4,8,1.5,,4,,,,FALSE,TRUE,FALSE,,16bfcc53b7dc4mig
2026-03-28,4.25,2.5,1.5,3.15,,,,,,,,3,,,,,FALSE,FALSE,FALSE,,34b4f9a99cd14mig
2026-03-29,2,1.5,3,2.2,,,,,,,,,,,,,FALSE,FALSE,FALSE,,7b4e4369c72f4mig
2026-03-30,7,4,2,4.75,,,,75,3,6.5,2.25,,4,,,,FALSE,FALSE,FALSE,,a14a38c23ce54mig
2026-03-31,5.75,3.5,1,4,,,,,,,,,,,,,FALSE,FALSE,FALSE,,d899dfb89f2b4mig
2026-04-01,3,3.5,4,3,,,,75,3,,,,,,,,FALSE,FALSE,FALSE,,76c1f84458f24mig
2026-04-02,10,1.5,3,9,,,,25,3,7.25,2,,5,,,,FALSE,FALSE,FALSE,,8ddbcb185c684mig
2026-04-03,7.25,2.25,2.25,2.75,,,,,,,,,,,,,FALSE,FALSE,FALSE,,49a98c70a4bc4mig
2026-04-04,7.5,2.25,2,6,,,,,,2,1,,4,,,,FALSE,FALSE,FALSE,,8d4b481144144mig
2026-04-05,5.5,2.5,1,4,,,,,,,,,,,,,FALSE,FALSE,FALSE,,bfc8bf8029094mig
2026-04-06,4,2,3,3,,,,,,,,,,,,,FALSE,FALSE,FALSE,,376816ac8eb64mig
2026-04-07,2.5,1.25,3,4,,,,,,,,2,,,,,FALSE,FALSE,FALSE,,6078ceb73acf4mig
2026-04-08,6,2.5,4,6,,,,75,6,5,1.5,2,4,,,,FALSE,FALSE,FALSE,,863ea21d3f0c4mig
2026-04-09,6.5,2.5,3,4.75,,,,,,2,0.75,,,,,,FALSE,FALSE,FALSE,,de5945c521c84mig
2026-04-10,4,1.75,2,9.5,,,,,,,,,7.5,,,,FALSE,FALSE,FALSE,,53781d5ac3d64mig
2026-04-11,5.75,3.25,0.5,4.25,,,,,,4.25,2,,,,,,FALSE,FALSE,FALSE,,0c54e567b8644mig
2026-04-12,6.75,3.25,4,2.25,,,,,,2.5,1,,,,,,FALSE,FALSE,FALSE,,895eee4bc96c4mig
2026-04-13,6,3,3.25,3.25,,,,,,,,,,,,,FALSE,FALSE,FALSE,,93fde7dc8c414mig
2026-04-14,6.5,3,2.5,4.25,,,,,,,,,,,,,FALSE,FALSE,FALSE,,8a9b50e2db614mig
2026-04-15,7.2,3.3,1,2.1,,,,,,,,,,,,,FALSE,FALSE,FALSE,,4921effb35704mig
2026-04-16,5.75,2.5,3.5,6.5,,,,,,,,,,,,,FALSE,FALSE,FALSE,,ec45708c30d24mig
2026-04-17,2.5,2,2.5,4,,,,,,,,,,,,,FALSE,FALSE,FALSE,,eb8cf9b039394mig
2026-04-18,4,2.95,2,4.25,,,,,,4,2,,4,,,,FALSE,FALSE,FALSE,,5a529eb2b40c4mig
2026-04-19,4,3.5,5,2.25,,,,,,2,1.25,,1,,,,FALSE,FALSE,FALSE,,c1e201dec6fe4mig
2026-04-20,2.75,2.5,3,6,,,,,,,,,,,,,FALSE,FALSE,FALSE,,81bb73ac81674mig
2026-04-21,6.25,4,2,4.75,,,,,,,,,,,,,FALSE,FALSE,FALSE,,5eaf19ca389e4mig
2026-04-22,8.25,4.5,1,2.25,,,,,,,,,,,,,FALSE,FALSE,FALSE,,e277b2fdf6534mig
2026-04-23,6.25,5.25,1,4,,,,,,4.25,1.25,,,,,,FALSE,FALSE,FALSE,,db1b816166bd4mig
2026-04-24,4.5,4.5,4,5,,,,,,,,,,,,,FALSE,FALSE,FALSE,,43af99045cd64mig
2026-04-25,8,2026-06-05 00:00:00,3.5,4,,,,,,,,,,,,,FALSE,FALSE,FALSE,,b4f941692f164mig
2026-04-26,6.5,4.75,1,5.25,,,,,,,,,,,,,FALSE,FALSE,FALSE,,041688c4c34e4mig
2026-04-27,4.75,4.75,2,3.5,,,,,,,,,,,,,FALSE,FALSE,FALSE,,4a7c92102fec4mig
2026-04-28,7,6.5,2,6.75,,,,,,,,,,,,,FALSE,FALSE,FALSE,,c4f72172c6e84mig
2026-04-29,5.75,6.25,2,4.25,,,,,,,,,,,,,FALSE,FALSE,FALSE,,e788646eb8984mig
2026-04-30,8,7.25,4,6.5,,,,,,,,,,,,,FALSE,FALSE,FALSE,,0693877fbea64mig
2026-05-01,6.75,6.5,4.5,4.75,,,,,,,,,,,,,FALSE,FALSE,FALSE,,8e697ffa7ca54mig
2026-05-02,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,ac1a588df0034mig
2026-05-03,9.25,6.25,2.5,4.5,,,,,,,,,,,,,FALSE,FALSE,FALSE,,5a3fc52513074mig
2026-05-04,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,aee9f155787d4mig
2026-05-05,7,6.5,,4,,,,,,,,,,,,,FALSE,FALSE,FALSE,,a1a3f7713b394mig
2026-05-06,6.25,5.25,4.5,2.25,,,,,,,,4.5,,,,,FALSE,FALSE,FALSE,,c70699b1bab04mig
2026-05-07,8,6,4.5,6.25,,,,,,2.5,0.5,,6,,,,FALSE,FALSE,FALSE,,a262fdeb73ac4mig
2026-05-08,7,4.25,1.5,4,,,,,,,,,,,,,FALSE,FALSE,FALSE,,1e57c80cb03e4mig
2026-05-09,5,2,4.25,2.5,,,,,,2,1,,2,,,,FALSE,FALSE,FALSE,,28bfc06ce1fb4mig
2026-05-10,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,101f438ebd334mig
2026-05-11,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,1054482c766b4mig
2026-05-12,5,3,1,4.2,,,,,,4,2,,2,,,,FALSE,FALSE,FALSE,,285cf95df8ea4mig
2026-05-13,3,2.5,2,5,,,,50,4,,,,3,,,,FALSE,FALSE,FALSE,,1fe7fcf481ff4mig
2026-05-14,5.5,3.5,1,4.5,,,,,,4.15,2,,2,,,,FALSE,FALSE,FALSE,,ee8e1ed51f224mig
2026-05-15,2,4,3,6.25,,,,,,,,,4,,,,FALSE,FALSE,FALSE,,28ccb64e96484mig
2026-05-16,4.5,5.5,2,3,,,,,,6.5,3,,,,,,FALSE,FALSE,FALSE,,d1e4432619b24mig
2026-05-17,3,4,0,2,,,,,,,,,,,,,FALSE,FALSE,FALSE,,e3b14c71715d4mig
2026-05-18,2,3.75,0,3.1,,,,,,,,,,,,,FALSE,FALSE,FALSE,,f4aacce8a8e04mig
2026-05-19,4.5,5.5,4,3,,,,,,,,,,,,,FALSE,TRUE,FALSE,,b579802ca3154mig
2026-05-20,6,8,,5,,,,75,,2.7,0.5,,2,,,,FALSE,FALSE,FALSE,,dbf61cf3a8fa4mig
2026-05-21,7,7,2.5,3.25,,,,,,4,2,,,,,,FALSE,FALSE,FALSE,,86d30b19b5184mig
2026-05-22,4,7.5,1,3.5,,,,,,,,,,,,,FALSE,FALSE,FALSE,,422d6a77128f4mig
2026-05-23,6.5,9,0,4.5,,,,,,5.5,2.5,,3.5,,,,FALSE,FALSE,FALSE,,d863cf2afe964mig
2026-05-24,5,8,0.5,2.5,,,,,,,,,,,0.5,,FALSE,FALSE,FALSE,,5e05d58983c74mig
2026-05-25,6,9.5,0,7,,,,,,,,,,,,,FALSE,FALSE,FALSE,,a722b18dff804mig
2026-05-26,3.5,8,1,5.25,,,,50,2,,,,,,,,FALSE,FALSE,FALSE,,5e947ebd25b74mig
2026-05-27,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,99f87d7af6e54mig
2026-05-28,,,,,,,,,,5,1.25,3,,,,,FALSE,FALSE,FALSE,,eb200f9d78b04mig
2026-05-29,5.5,8.25,2,4,,,,,,,,,,,,,FALSE,FALSE,FALSE,,7a2729819fc14mig
2026-05-30,8,8.5,1,6.25,,,,,,4.5,1.5,,4,,,,FALSE,FALSE,FALSE,,a4543670bb104mig
2026-05-31,5.5,8,,4,,,,,,,,,,,,,FALSE,FALSE,FALSE,,02d921e214b14mig
2026-06-01,5,7.5,3,5.5,,,0,3,,,,,,,,,FALSE,FALSE,FALSE,,e91082990b1a4mig
2026-06-02,3.25,6.25,1,6,,,2,1,,,,,,,,,FALSE,FALSE,FALSE,,0ffff5ad10724mig
2026-06-03,5,4.75,5,6.75,,,0,5,,,,,,,,,FALSE,FALSE,FALSE,,4399e8bd20934mig
2026-06-04,,,,,,,2,3,,,,,,,,,FALSE,FALSE,FALSE,,6e248342e4d64mig
2026-06-05,5.5,5.75,4.5,3,,,,,,,,2.25,1,,,,FALSE,FALSE,FALSE,,083b1b905cf44mig
2026-06-06,8.25,5,3.5,4.5,,,,,,,,5,2,,3.5,,FALSE,FALSE,FALSE,,c0ee2268d6634mig
2026-06-07,,,,,,,,,,,,,,,3,,FALSE,FALSE,FALSE,,ac6cf96fb5554mig
2026-06-08,5.75,3.5,5,5.25,,,2,5,,,,,,,,,FALSE,FALSE,FALSE,,fae2cef15cf84mig
2026-06-09,7,2.75,4,7.25,,,,,,,,,,,,,FALSE,FALSE,FALSE,,a26976e0e12b4mig
2026-06-10,9.25,3,2,9,,,,,,,,,,,,,FALSE,FALSE,FALSE,,af15a1fe185c4mig
2026-06-11,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,e17f101f70e74mig
2026-06-12,5,1.5,4.5,6,,,,,,75,3,,,,,,FALSE,FALSE,FALSE,,1b15eeec024f4mig
2026-06-13,9.25,3.5,3,4,,,,,,,,7,3,,,,FALSE,FALSE,FALSE,,28f9b7e2d91c4mig
2026-06-14,7,2.25,2,2,,,2,4,,,,,,,,,FALSE,FALSE,FALSE,,84014df3b0014mig
2026-06-15,,,4.5,4,,,2,6,,,,,,,,,FALSE,FALSE,FALSE,,28afd520a7b94mig
2026-06-16,5.5,2.25,3.25,9,,,0,6,,,,2,1,,4,,FALSE,FALSE,FALSE,,7cdc116b5e2b4mig
2026-06-17,4,1.15,3,7.15,,,0,6,,,,,,,,,FALSE,FALSE,FALSE,,7e3a8437da944mig
2026-06-18,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,d7f525304b6c4mig
2026-06-19,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,c7773af9c31e4mig
2026-06-20,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,fa6c05fc4eb34mig
2026-06-21,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,66211bc1c09d4mig
2026-06-22,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,eeaec01794bb4mig
2026-06-23,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,1981235c15944mig
2026-06-24,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,4d761c3c75544mig
2026-06-25,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,94e22171d9ce4mig
2026-06-26,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,ce89f187d64e4mig
2026-06-27,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,32c75899d8934mig
2026-06-28,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,b2a6d80bdf0a4mig
2026-06-29,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,9c853bfb13004mig
2026-06-30,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,6d5c8bd2570f4mig
