date,eod_sammy,eod_og,eod_grilled,eod_tenders,eod_thaw,eod_boxed,del_dark,del_tenders,prep_sammy,prep_og,prep_grilled,prep_tenders,waste_sammy,waste_og,waste_grilled,waste_tenders,oil_fries,oil_left,oil_right,logged_by,id
2026-03-18,1.7,2.75,4,4.8,,,,,,,,,,,,,FALSE,TRUE,FALSE,,cc46245ff8f04mig
2026-03-19,4.75,3,3,6,,,75,2,4,1,,4,,,,,TRUE,FALSE,FALSE,,fe4a47ad42384mig
2026-03-20,6.75,3.8,3,8.25,,,,,3.5,1,,4,,,,,FALSE,FALSE,FALSE,,b739b9b4192d4mig
2026-03-21,5,3.25,2.75,5,,,,,,,,,,,,,FALSE,FALSE,FALSE,,ef71b61e6de34mig
2026-03-22,3,2.5,2.25,3.5,,,,,,,,,,,,,FALSE,FALSE,FALSE,,987126baf0cb4mig
2026-03-23,4.5,2.5,2,4,,,,,4,1,,2,,,,,FALSE,FALSE,FALSE,,8a7225881af14mig
2026-03-24,4.5,4,4,4,,,,,3.5,1,,2,,,,,FALSE,FALSE,FALSE,,3f41797293b94mig
2026-03-25,3,3.25,3,3,,,,,,,,,,,,,FALSE,FALSE,FALSE,,a9ecbd3b90bb4mig
2026-03-26,1.8,2.5,2.25,1,,,,,,,,,,,,,FALSE,TRUE,FALSE,,2a5d17a17a3b4mig
2026-03-27,8.25,2.75,1.5,4.5,,,75,4,8,1.5,,4,,,,,TRUE,FALSE,FALSE,,294e1a27fbe04mig
2026-03-28,4.25,2.5,1.5,3.15,,,,,,,3,,,,,,FALSE,FALSE,FALSE,,ef108930a4494mig
2026-03-29,2,1.5,3,2.2,,,,,,,,,,,,,FALSE,FALSE,FALSE,,ab2b4bf07f2e4mig
2026-03-30,7,4,2,4.75,,,75,3,6.5,2.25,,4,,,,,FALSE,FALSE,TRUE,,56fae36178034mig
2026-03-31,5.75,3.5,1,4,,,,,,,,,,,,,FALSE,FALSE,FALSE,,9d11c48014114mig
2026-04-01,3,3.5,4,3,,,75,3,,,,,,,,,FALSE,FALSE,FALSE,,b5bee2d750e94mig
2026-04-02,10,1.5,3,9,,,25,3,7.25,2,,5,,,,,FALSE,FALSE,FALSE,,430563ca279e4mig
2026-04-03,7.25,2.25,2.25,2.75,,,,,,,,,,,,,FALSE,FALSE,FALSE,,b5959d4b1b224mig
2026-04-04,7.5,2.25,2,6,,,,,2,1,,4,,,,,FALSE,FALSE,FALSE,,69ebb4c08edc4mig
2026-04-05,5.5,2.5,1,4,,,,,,,,,,,,,FALSE,FALSE,FALSE,,0511eb536e874mig
2026-04-06,4,2,3,3,,,,,,,,,,,,,FALSE,FALSE,FALSE,,6c6e0e7c9acc4mig
2026-04-07,2.5,1.25,3,4,,,,,,,2,,,,,,FALSE,FALSE,TRUE,,277b925d72644mig
2026-04-08,6,2.5,4,6,,,75,6,5,1.5,2,4,,,,,FALSE,FALSE,FALSE,,7588ad945f544mig
2026-04-09,6.5,2.5,3,4.75,,,,,2,0.75,,,,,,,FALSE,FALSE,FALSE,,eb469a736fcb4mig
2026-04-10,4,1.75,2,9.5,,,,,,,,7.5,,,,,FALSE,FALSE,FALSE,,e31e06f8d5564mig
2026-04-11,5.75,3.25,0.5,4.25,,,,,4.25,2,,,,,,,FALSE,FALSE,FALSE,,1033949903f64mig
2026-04-12,6.75,3.25,4,2.25,,,,,2.5,1,,,,,,,FALSE,FALSE,FALSE,,50acd0c7270b4mig
2026-04-13,6,3,3.25,3.25,,,,,,,,,,,,,FALSE,FALSE,FALSE,,934a0dd9d5a24mig
2026-04-14,6.5,3,2.5,4.25,,,,,,,,,,,,,FALSE,FALSE,FALSE,,8e659e86d1054mig
2026-04-15,7.2,3.3,1,2.1,,,,,,,,,,,,,FALSE,FALSE,FALSE,,f6e0419c038b4mig
2026-04-16,5.75,2.5,3.5,6.5,,,,,,,,,,,,,FALSE,FALSE,FALSE,,25dc4b82196a4mig
2026-04-17,2.5,2,2.5,4,,,,,,,,,,,,,FALSE,FALSE,FALSE,,1f058fd793314mig
2026-04-18,4,2.95,2,4.25,,,,,4,2,,4,,,,,FALSE,FALSE,FALSE,,9b61430a1ecd4mig
2026-04-19,4,3.5,5,2.25,,,,,2,1.25,,1,,,,,FALSE,FALSE,FALSE,,ba3d7aebdf784mig
2026-04-20,2.75,2.5,3,6,,,,,,,,,,,,,FALSE,FALSE,FALSE,,5224bcaf9d2d4mig
2026-04-21,6.25,4,2,4.75,,,,,,,,,,,,,FALSE,FALSE,FALSE,,80a65e710ecf4mig
2026-04-22,8.25,4.5,1,2.25,,,,,,,,,,,,,FALSE,FALSE,FALSE,,92d8fdeb97e94mig
2026-04-23,6.25,5.25,1,4,,,,,4.25,1.25,,,,,,,FALSE,FALSE,FALSE,,54281f44a5304mig
2026-04-24,4.5,4.5,4,5,,,,,,,,,,,,,FALSE,FALSE,FALSE,,aa795d72b7974mig
2026-04-25,8,2026-06-05 00:00:00,3.5,4,,,,,,,,,,,,,FALSE,FALSE,FALSE,,d085c44b87ad4mig
2026-04-26,6.5,4.75,1,5.25,,,,,,,,,,,,,FALSE,FALSE,FALSE,,71de584ca0d54mig
2026-04-27,4.75,4.75,2,3.5,,,,,,,,,,,,,FALSE,FALSE,FALSE,,fe21e70358a24mig
2026-04-28,7,6.5,2,6.75,,,,,,,,,,,,,FALSE,FALSE,FALSE,,4da977e2b8704mig
2026-04-29,5.75,6.25,2,4.25,,,,,,,,,,,,,FALSE,FALSE,FALSE,,4960c7aa59524mig
2026-04-30,8,7.25,4,6.5,,,,,,,,,,,,,FALSE,FALSE,FALSE,,1d2a2f653ba54mig
2026-05-01,6.75,6.5,4.5,4.75,,,,,,,,,,,,,FALSE,FALSE,FALSE,,44099926af284mig
2026-05-02,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,ae6d4ff421fc4mig
2026-05-03,9.25,6.25,2.5,4.5,,,,,,,,,,,,,FALSE,FALSE,FALSE,,e31db34d128e4mig
2026-05-04,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,d38a41b3d5ac4mig
2026-05-05,7,6.5,,4,,,,,,,,,,,,,FALSE,FALSE,FALSE,,978b465be9204mig
2026-05-06,6.25,5.25,4.5,2.25,,,,,,,4.5,,,,,,FALSE,FALSE,FALSE,,10c3bccf7be24mig
2026-05-07,8,6,4.5,6.25,,,,,2.5,0.5,,6,,,,,FALSE,FALSE,FALSE,,bd5841fb98304mig
2026-05-08,7,4.25,1.5,4,,,,,,,,,,,,,FALSE,FALSE,FALSE,,2f533cbbfc0c4mig
2026-05-09,5,2,4.25,2.5,,,,,2,1,,2,,,,,FALSE,FALSE,FALSE,,7919b8481fdd4mig
2026-05-10,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,4309553b1d294mig
2026-05-11,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,a52310a2573e4mig
2026-05-12,5,3,1,4.2,,,,,4,2,,2,,,,,FALSE,FALSE,FALSE,,2a6d8e1627024mig
2026-05-13,3,2.5,2,5,,,50,4,,,,3,,,,,FALSE,FALSE,FALSE,,eb4bb3049a044mig
2026-05-14,5.5,3.5,1,4.5,,,,,4.15,2,,2,,,,,FALSE,FALSE,FALSE,,7db3074afe374mig
2026-05-15,2,4,3,6.25,,,,,,,,4,,,,,FALSE,FALSE,FALSE,,6fa230a43cf94mig
2026-05-16,4.5,5.5,2,3,,,,,6.5,3,,,,,,,FALSE,FALSE,FALSE,,e19ceb3495b84mig
2026-05-17,3,4,0,2,,,,,,,,,,,,,FALSE,FALSE,FALSE,,86a831a46baa4mig
2026-05-18,2,3.75,0,3.1,,,,,,,,,,,,,FALSE,FALSE,FALSE,,1655a088943e4mig
2026-05-19,4.5,5.5,4,3,,,,,,,,,,,,,TRUE,FALSE,TRUE,,60b0c35373a14mig
2026-05-20,6,8,,5,,,75,,2.7,0.5,,2,,,,,FALSE,FALSE,FALSE,,0e7c6a3f78274mig
2026-05-21,7,7,2.5,3.25,,,,,4,2,,,,,,,FALSE,FALSE,FALSE,,11396818211f4mig
2026-05-22,4,7.5,1,3.5,,,,,,,,,,,,,FALSE,FALSE,FALSE,,99d07e201a0c4mig
2026-05-23,6.5,9,0,4.5,,,,,5.5,2.5,,3.5,,,,,FALSE,FALSE,FALSE,,ba39e06083d64mig
2026-05-24,5,8,0.5,2.5,,,,,,,,,,0.5,,,FALSE,FALSE,FALSE,,b517a2e8e7154mig
2026-05-25,6,9.5,0,7,,,,,,,,,,,,,FALSE,FALSE,FALSE,,fed14c1ab3ed4mig
2026-05-26,3.5,8,1,5.25,,,50,2,,,,,,,,,FALSE,FALSE,FALSE,,e7f99910dd674mig
2026-05-27,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,4f4886f9b04b4mig
2026-05-28,,,,,,,,,5,1.25,3,,,,,,FALSE,FALSE,FALSE,,d369c043b96d4mig
2026-05-29,5.5,8.25,2,4,,,,,,,,,,,,,FALSE,FALSE,FALSE,,42e8ae2887bb4mig
2026-05-30,8,8.5,1,6.25,,,,,4.5,1.5,,4,,,,,FALSE,FALSE,FALSE,,5ebdd2f95e3a4mig
2026-05-31,5.5,8,,4,,,,,,,,,,,,,FALSE,FALSE,FALSE,,a6019ddb7fd84mig
2026-06-01,5,7.5,3,5.5,0,3,,,,,,,,,,,FALSE,FALSE,FALSE,,e774fdccae604mig
2026-06-02,3.25,6.25,1,6,2,1,,,,,,,,,,,FALSE,FALSE,FALSE,,606d588027404mig
2026-06-03,5,4.75,5,6.75,0,5,,,,,,,,,,,FALSE,FALSE,FALSE,,27006ad7853b4mig
2026-06-04,,,,,2,3,,,,,,,,,,,FALSE,FALSE,FALSE,,62f4b2d7c2344mig
2026-06-05,5.5,5.75,4.5,3,,,,,2.25,1,,,,,,,FALSE,FALSE,FALSE,,d9bb3ae993274mig
2026-06-06,8.25,5,3.5,4.5,,,,,5,2,,3.5,,,,,FALSE,FALSE,FALSE,,ac8f21eb9a5e4mig
2026-06-07,,,,,,,,,,,,3,,,,,FALSE,FALSE,FALSE,,4ce4f7248e494mig
2026-06-08,5.75,3.5,5,5.25,2,5,,,,,,,,,,,FALSE,FALSE,FALSE,,01ece3dd4c254mig
2026-06-09,7,2.75,4,7.25,,,,,,,,,,,,,FALSE,FALSE,FALSE,,ecebf7fada694mig
2026-06-10,9.25,3,2,9,,,,,,,,,,,,,FALSE,FALSE,FALSE,,f09582c1a0fc4mig
2026-06-11,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,63678d5c75034mig
2026-06-12,5,1.5,4.5,6,,,75,3,,,,,,,,,FALSE,FALSE,FALSE,,651961b49f9b4mig
2026-06-13,9.25,3.5,3,4,,,,,7,3,,,,,,,FALSE,FALSE,FALSE,,6a64567936284mig
2026-06-14,7,2.25,2,2,2,4,,,,,,,,,,,FALSE,FALSE,FALSE,,f6558b1a9a404mig
2026-06-15,,,4.5,4,2,6,,,,,,,,,,,FALSE,FALSE,FALSE,,712274f3fe084mig
2026-06-16,5.5,2.25,3.25,9,0,6,,,2,1,,4,,,,,FALSE,FALSE,FALSE,,e52c6a7a881d4mig
2026-06-17,4,1.15,3,7.15,0,6,,,,,,,,,,,FALSE,FALSE,FALSE,,b2489c6b48744mig
2026-06-18,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,,ab14632e7cfa4mig
2026-06-19,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,da29d6ee60434mig
2026-06-20,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,a429de8902e54mig
2026-06-21,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,24abfb217f674mig
2026-06-22,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,d28747fc93bf4mig
2026-06-23,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,3e97cb16ccec4mig
2026-06-24,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,1096e4f6f4604mig
2026-06-25,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,7a94fa51c5234mig
2026-06-26,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,d2ec46d21a774mig
2026-06-27,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,ff1937c3af084mig
2026-06-28,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,e2b5d27fc1b24mig
2026-06-29,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,0a2732773f984mig
2026-06-30,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,5da2279113d54mig
